l_orderkey|revenue|o_orderdate|o_shippriority
169446|48088.28|1994-12-12|0
3794660|48075.99|1995-01-23|0
5869955|48062.46|1995-01-12|0
5029666|48061.66|1995-01-01|0
4779616|48048.01|1994-12-01|0
2190695|48035.59|1994-12-08|0
1613702|48029.29|1994-12-19|0
1416901|48025.17|1995-03-05|0
1835968|48011.01|1995-01-07|0
1681024|48005.75|1995-01-06|0
4219175|48004.54|1995-02-10|0
1815334|47995.70|1994-11-24|0
3477925|47990.05|1995-03-06|0
3416002|47983.57|1994-12-29|0
3212678|47971.49|1995-02-02|0
4712134|47968.05|1994-12-14|0
5704901|47967.04|1995-03-12|0
1723234|47955.15|1994-12-15|0
3785221|47942.43|1995-02-17|0
2138594|47921.76|1994-12-18|0
866790|47904.28|1995-02-06|0
4300033|47868.35|1995-02-05|0
910304|47863.81|1995-01-30|0
3496391|47855.76|1995-02-14|0
2447397|47852.86|1995-02-05|0
987649|47845.73|1994-12-07|0
4492933|47843.87|1995-01-02|0
5343521|47839.05|1995-01-20|0
4787525|47833.79|1994-12-09|0
2165124|47833.07|1994-11-28|0
2671488|47823.21|1995-02-07|0
3995814|47816.25|1995-01-03|0
1195107|47811.33|1994-12-08|0
997703|47809.29|1994-12-15|0
2535590|47801.61|1995-01-11|0
131879|47731.06|1994-12-18|0
4181062|47721.00|1994-12-18|0
1768480|47714.12|1995-01-26|0
2078339|47711.58|1994-12-21|0
4788261|47707.35|1995-01-02|0
874467|47701.85|1995-03-05|0
5013796|47698.37|1995-02-06|0
4037797|47685.50|1994-12-01|0
2348131|47684.34|1994-12-03|0
3015043|47682.84|1995-02-16|0
2990465|47669.22|1994-12-31|0
2208871|47655.98|1995-02-28|0
3557377|47641.53|1995-03-10|0
3333541|47610.67|1995-03-04|0
1266433|47604.09|1994-11-27|0
3533378|47597.33|1995-02-22|0
4884358|47585.30|1995-02-07|0
998626|47580.19|1994-12-30|0
504994|47565.62|1995-01-28|0
2513477|47564.66|1994-12-08|0
5900934|47556.45|1995-01-03|0
4243778|47551.72|1995-01-24|0
2825027|47538.99|1994-12-13|0
3016416|47533.84|1994-12-13|0
5887971|47531.64|1995-01-27|0
2039235|47515.59|1995-01-10|0
1730530|47511.42|1994-12-17|0
1231655|47501.67|1995-02-09|0
26049|47495.76|1995-03-01|0
1940256|47494.44|1995-01-12|0
448551|47487.20|1994-11-29|0
1346309|47448.66|1995-02-07|0
5557221|47439.92|1995-03-13|0
3827556|47427.57|1994-12-19|0
5763363|47393.76|1994-12-17|0
1173222|47381.53|1995-02-08|0
2474948|47377.34|1995-03-01|0
802119|47360.79|1994-12-17|0
4737924|47348.53|1995-01-30|0
63141|47321.46|1995-01-12|0
4240324|47317.97|1995-01-09|0
1030816|47297.44|1995-01-02|0
5933888|47287.38|1994-12-13|0
4041123|47284.88|1995-02-13|0
1201189|47282.70|1995-02-23|0
4578208|47282.32|1995-03-12|0
1746533|47270.72|1994-12-08|0
4449536|47217.80|1994-12-19|0
5905958|47217.14|1995-01-06|0
661602|47208.15|1994-12-21|0
5562980|47190.98|1995-02-03|0
798912|47188.63|1994-12-15|0
1866177|47166.37|1994-12-25|0
3865543|47160.85|1995-01-31|0
3228711|47123.95|1994-12-30|0
4774336|47113.62|1995-01-17|0
953156|47085.72|1995-02-21|0
3532323|47053.34|1994-11-26|0
1511558|47053.31|1995-02-02|0
5850501|47045.50|1994-12-03|0
1608423|47038.34|1994-12-06|0
4658212|47033.19|1995-01-12|0
225830|47030.63|1995-01-01|0
2785287|47027.17|1995-01-31|0
2637634|47020.52|1995-03-04|0
2925063|46990.52|1994-12-15|0
1131748|46976.71|1995-03-09|0
1690498|46955.05|1994-12-26|0
1151267|46951.78|1995-01-13|0
186112|46948.93|1994-12-31|0
2084196|46933.92|1995-01-22|0
1995173|46917.42|1995-01-18|0
877345|46882.04|1994-11-30|0
2837603|46869.02|1994-12-30|0
1713313|46845.86|1995-03-02|0
4366374|46845.06|1994-12-22|0
816326|46826.78|1994-12-16|0
5536832|46814.93|1994-11-29|0
5670599|46814.66|1994-12-22|0
2239236|46811.99|1995-01-21|0
3358823|46811.28|1995-03-01|0
4398692|46795.74|1994-12-16|0
4157349|46783.44|1995-03-06|0
3347872|46772.35|1994-12-24|0
5823559|46767.78|1995-01-24|0
449829|46767.25|1995-01-17|0
5468837|46749.52|1994-12-10|0
2867238|46748.31|1994-11-24|0
5278692|46711.08|1994-12-20|0
4414370|46682.30|1995-03-08|0
3643590|46668.60|1994-12-09|0
2093730|46656.69|1995-01-28|0
2521924|46640.40|1995-01-16|0
3047811|46628.01|1995-02-05|0
4613794|46627.48|1995-02-14|0
4770913|46604.76|1995-01-20|0
3466690|46590.72|1995-01-17|0
3622914|46580.35|1994-11-28|0
3307524|46578.97|1995-02-02|0
2292482|46566.56|1995-02-17|0
3087745|46524.18|1994-11-23|0
5949953|46492.88|1994-12-08|0
3720164|46491.27|1995-01-29|0
487397|46455.72|1995-01-16|0
3367845|46450.09|1994-12-27|0
3178178|46443.76|1994-12-04|0
5805153|46438.46|1995-03-11|0
4874759|46435.72|1995-03-14|0
3330529|46433.33|1995-02-08|0
480166|46416.24|1994-12-30|0
5219079|46413.08|1995-02-03|0
1132707|46412.01|1994-11-30|0
4367527|46410.61|1994-11-27|0
3322405|46378.92|1995-02-07|0
1655108|46362.76|1995-02-24|0
5909540|46342.72|1995-01-28|0
2320577|46326.99|1995-01-15|0
156740|46278.58|1994-12-07|0
3004485|46266.47|1995-02-23|0
2802661|46264.75|1995-01-12|0
2458439|46240.72|1995-01-06|0
1061765|46237.84|1995-01-10|0
1904774|46217.95|1995-02-10|0
2096034|46217.95|1994-12-11|0
2953377|46193.13|1994-12-13|0
99300|46179.82|1994-12-28|0
434563|46171.34|1995-03-01|0
90759|46164.13|1994-12-11|0
1950116|46141.18|1995-02-06|0
3745698|46138.42|1995-02-04|0
4276544|46138.18|1994-12-20|0
3080737|46113.40|1995-02-07|0
4146757|46088.80|1994-12-02|0
661731|46066.79|1994-12-16|0
1604199|46054.90|1994-12-25|0
28993|46041.30|1995-03-10|0
180419|46034.22|1995-03-06|0
2943552|46018.32|1995-01-07|0
2978243|45976.79|1994-12-01|0
2697184|45964.62|1995-02-03|0
5650307|45964.41|1995-01-15|0
3032165|45955.84|1995-01-25|0
5136550|45949.98|1994-12-14|0
5326628|45944.09|1995-01-22|0
1881798|45928.24|1995-01-27|0
5622631|45926.43|1994-11-25|0
2742592|45922.71|1994-12-16|0
2895300|45914.88|1994-11-29|0
97057|45896.15|1995-03-14|0
5764615|45888.84|1995-02-07|0
2086535|45880.95|1995-01-16|0
5648807|45877.81|1994-12-25|0
3146630|45875.41|1995-03-10|0
5467265|45858.27|1995-03-10|0
370050|45847.42|1995-02-01|0
1185895|45844.44|1994-12-12|0
4329153|45833.86|1994-12-02|0
3917155|45830.77|1995-01-22|0
5395874|45830.66|1994-12-31|0
1961863|45810.91|1995-03-04|0
5174018|45797.02|1994-12-15|0
2335904|45796.42|1994-12-30|0
1603554|45780.60|1994-12-14|0
325383|45775.79|1995-01-26|0
6791|45774.44|1995-02-02|0
648999|45769.69|1994-11-28|0
767685|45764.88|1994-12-13|0
1807488|45753.91|1995-02-08|0
3604065|45718.25|1994-12-25|0
4205795|45716.32|1995-02-15|0
3204389|45706.60|1995-03-09|0
2973765|45698.45|1995-03-05|0
4877987|45662.62|1995-01-24|0
2850950|45661.60|1995-03-03|0
1726145|45648.79|1994-11-26|0
126949|45646.94|1995-03-13|0
1899109|45628.03|1994-12-08|0
108453|45612.09|1994-12-28|0
543909|45609.15|1995-01-14|0
340000|45600.53|1995-02-19|0
2687587|45596.03|1995-02-01|0
521120|45592.67|1994-12-06|0
2750214|45576.43|1995-02-17|0
4950342|45556.29|1995-01-08|0
4004258|45549.41|1995-02-24|0
678596|45542.17|1995-03-07|0
3102054|45536.59|1995-01-10|0
5625926|45524.30|1994-12-06|0
1266982|45521.90|1995-01-24|0
3973062|45519.04|1995-01-14|0
2601700|45511.16|1994-12-17|0
5021474|45500.94|1995-01-10|0
1016295|45493.60|1995-01-23|0
2650853|45485.25|1994-12-24|0
1114726|45476.22|1995-01-20|0
5327591|45474.48|1995-02-13|0
4407206|45464.83|1994-12-02|0
5504832|45453.51|1995-02-14|0
4848934|45436.59|1995-02-19|0
4359940|45421.80|1995-03-09|0
4135077|45410.84|1994-12-04|0
5857059|45406.31|1995-01-22|0
389184|45405.07|1994-12-14|0
1734148|45396.67|1995-03-10|0
3523716|45390.31|1994-12-18|0
3194117|45375.28|1995-01-22|0
2356771|45370.14|1995-01-14|0
4621890|45365.11|1995-01-04|0
4808837|45325.10|1995-03-06|0
1431047|45311.63|1994-12-05|0
113539|45263.04|1995-01-16|0
626564|45257.97|1995-01-15|0
3220132|45250.99|1995-01-07|0
4940518|45243.71|1994-12-03|0
1217798|45237.24|1995-01-22|0
4268869|45235.94|1994-12-18|0
2461217|45235.32|1995-02-21|0
2237763|45235.26|1995-02-07|0
3219844|45216.67|1994-11-26|0
612198|45164.61|1995-02-07|0
3471975|45160.94|1995-02-18|0
2310784|45148.06|1995-01-12|0
2115234|45142.92|1994-11-24|0
3396740|45119.41|1995-01-30|0
3943777|45100.01|1995-03-10|0
2769252|45089.11|1995-01-13|0
3694753|45085.44|1995-03-08|0
4184898|45057.03|1995-01-15|0
5862050|45055.38|1995-01-04|0
4571328|45041.75|1994-12-06|0
4998087|45019.86|1995-01-23|0
5616866|44967.74|1994-12-18|0
1243810|44952.53|1995-02-24|0
2246564|44948.02|1994-12-26|0
2457604|44946.51|1995-03-10|0
5411046|44935.77|1995-01-20|0
2766560|44920.28|1995-01-12|0
2393412|44918.56|1995-03-04|0
1341280|44908.62|1994-12-20|0
2550020|44904.99|1994-12-12|0
2832482|44901.12|1995-02-07|0
2893603|44889.00|1995-01-18|0
4234178|44887.02|1995-01-18|0
2645763|44868.32|1994-11-27|0
4671008|44841.38|1994-12-25|0
747329|44837.76|1995-03-12|0
1159302|44827.91|1994-12-12|0
1156004|44820.06|1994-11-24|0
3641027|44804.93|1994-12-17|0
798051|44799.42|1994-12-06|0
2148003|44780.43|1994-12-06|0
5645505|44771.65|1995-02-20|0
2503201|44762.93|1994-12-19|0
2581988|44740.48|1994-12-23|0
2501061|44733.83|1995-01-05|0
1842599|44727.50|1995-03-08|0
4277799|44727.15|1995-02-01|0
3066723|44691.45|1995-01-15|0
3551297|44685.11|1994-12-05|0
2823462|44682.71|1994-12-10|0
30151|44677.74|1995-01-30|0
2378849|44667.95|1994-12-21|0
109922|44657.81|1994-11-30|0
1259938|44635.24|1994-11-16|0
2214979|44631.22|1994-12-17|0
4485985|44630.42|1995-01-17|0
4157412|44630.24|1995-01-12|0
3697735|44621.87|1995-01-21|0
256386|44614.37|1994-12-24|0
2707682|44593.61|1995-01-18|0
728933|44592.21|1994-12-26|0
2933955|44581.87|1995-02-15|0
4120261|44527.97|1995-01-27|0
5106373|44522.02|1994-12-25|0
5256289|44497.79|1994-12-06|0
1863236|44484.81|1994-12-26|0
4132134|44477.42|1994-11-27|0
1864805|44457.57|1994-12-08|0
4699363|44456.98|1994-12-21|0
1580194|44450.32|1995-01-09|0
3810438|44449.76|1994-12-09|0
4275428|44447.68|1994-12-17|0
218183|44434.61|1994-12-16|0
406660|44423.45|1994-12-06|0
5847456|44407.82|1995-02-15|0
4409797|44406.54|1994-11-21|0
3487431|44402.65|1995-02-03|0
1006503|44398.57|1994-12-17|0
2222336|44362.42|1995-01-09|0
5784230|44359.70|1995-03-01|0
714467|44350.76|1995-01-31|0
4439462|44350.10|1995-01-31|0
614627|44347.35|1995-01-15|0
1978786|44335.76|1994-12-17|0
4066465|44327.82|1995-02-28|0
4616036|44317.40|1995-01-27|0
4158373|44315.93|1995-01-31|0
2474725|44309.00|1994-12-02|0
2720871|44282.75|1995-03-14|0
1844000|44270.58|1995-01-20|0
2139686|44256.51|1994-12-05|0
2980131|44248.76|1994-12-04|0
3913154|44218.94|1994-12-06|0
2028070|44211.74|1994-12-26|0
3591591|44186.31|1994-12-27|0
5168354|44177.75|1994-12-14|0
2271587|44166.17|1995-01-10|0
3923908|44159.42|1994-11-22|0
89255|44135.15|1995-01-14|0
1368229|44123.13|1995-01-06|0
526465|44120.04|1995-02-13|0
4436069|44086.42|1995-02-06|0
114439|44066.79|1995-02-21|0
2040071|44066.66|1994-11-22|0
2159362|44063.29|1994-12-25|0
56711|44022.33|1995-02-07|0
2960775|43998.10|1995-01-28|0
5995270|43996.23|1995-02-21|0
745988|43978.81|1995-01-02|0
4568353|43972.81|1995-01-26|0
2570465|43945.21|1995-01-16|0
931650|43933.06|1995-01-28|0
1591970|43926.25|1994-12-19|0
2055009|43919.92|1995-01-02|0
3672229|43912.40|1995-01-20|0
5940004|43911.25|1995-02-03|0
839109|43908.71|1994-12-31|0
3652704|43884.46|1995-01-19|0
5471008|43870.89|1995-02-27|0
1896677|43870.03|1995-01-07|0
3588546|43864.98|1995-01-03|0
4302887|43858.89|1994-12-13|0
2055584|43845.63|1995-01-04|0
1138081|43837.50|1995-03-11|0
4086724|43834.69|1994-12-23|0
5058662|43828.53|1994-12-17|0
2388516|43812.31|1995-01-19|0
623586|43778.67|1995-02-09|0
2174308|43743.91|1995-01-02|0
2899333|43725.50|1994-12-13|0
617729|43717.50|1995-01-26|0
2678023|43712.41|1994-12-11|0
4240032|43703.98|1994-11-24|0
2947301|43703.85|1994-12-11|0
962338|43703.79|1995-02-03|0
3984195|43673.96|1995-01-17|0
4833702|43660.34|1995-01-06|0
3705314|43639.50|1995-01-02|0
4025440|43623.01|1995-02-26|0
62338|43620.12|1995-01-20|0
2312579|43615.07|1995-02-12|0
3702435|43613.44|1995-02-11|0
1851620|43604.58|1994-12-19|0
5278372|43603.10|1995-03-07|0
961795|43602.05|1994-12-22|0
5502885|43593.69|1994-12-27|0
3075234|43592.83|1995-01-04|0
574019|43585.72|1994-11-22|0
4279937|43571.63|1994-11-30|0
5862400|43515.13|1995-03-04|0
1614721|43506.96|1994-12-29|0
5576679|43504.21|1995-01-05|0
601377|43503.33|1995-01-07|0
5990470|43488.91|1994-12-25|0
4156261|43465.52|1994-12-25|0
303042|43463.63|1995-02-16|0
3004322|43445.75|1995-01-02|0
2671430|43442.08|1995-03-08|0
1664005|43421.74|1994-12-21|0
1301633|43366.00|1994-12-18|0
3143042|43362.12|1994-11-22|0
495201|43355.03|1995-01-25|0
4514305|43338.00|1995-01-14|0
2369828|43337.47|1995-02-16|0
3744643|43324.31|1995-02-01|0
219107|43323.48|1995-01-16|0
1762784|43309.72|1994-12-22|0
3645440|43298.32|1995-03-01|0
3945220|43289.57|1995-02-23|0
26432|43280.12|1994-12-31|0
4918693|43277.92|1994-12-28|0
374305|43276.99|1995-01-25|0
2000992|43252.61|1994-12-09|0
1867364|43251.83|1994-12-19|0
3667136|43240.18|1995-01-14|0
1638115|43238.14|1994-12-30|0
5058242|43228.10|1994-12-02|0
5719968|43205.85|1995-01-08|0
87490|43203.89|1995-02-17|0
1403719|43202.10|1994-12-12|0
5186341|43178.67|1995-01-24|0
2857413|43170.73|1994-12-03|0
1817383|43170.13|1994-12-28|0
5647969|43159.49|1995-01-05|0
5964384|43127.92|1995-02-28|0
214720|43107.73|1994-12-22|0
3908260|43106.91|1994-12-03|0
4922242|43105.86|1995-01-09|0
5182466|43103.34|1994-12-31|0
4379334|43099.70|1995-03-04|0
338310|43098.61|1994-11-26|0
4369794|43070.11|1994-12-01|0
1703589|43064.28|1995-02-15|0
1514951|43063.89|1995-01-19|0
3430080|43022.91|1995-01-19|0
5344262|43020.18|1995-01-14|0
467335|42991.54|1994-12-06|0
1283846|42966.36|1994-11-29|0
849057|42942.39|1994-11-23|0
5986721|42917.94|1995-03-13|0
4970052|42912.68|1995-01-18|0
4123684|42892.18|1994-12-30|0
5147010|42889.40|1995-01-13|0
2759812|42874.42|1995-01-04|0
507266|42869.36|1994-12-12|0
3490115|42862.22|1994-11-20|0
4565317|42847.95|1994-12-20|0
2418887|42811.83|1994-12-28|0
3330180|42811.13|1994-11-22|0
3776929|42805.57|1995-01-05|0
898499|42799.59|1995-03-11|0
1920673|42780.19|1995-01-29|0
146690|42756.01|1995-02-04|0
3423905|42745.76|1995-02-19|0
4812070|42744.43|1994-12-31|0
4093958|42735.73|1995-01-17|0
5088486|42719.92|1995-02-16|0
1959973|42709.71|1995-01-24|0
3539236|42702.75|1995-02-02|0
2980000|42700.95|1994-11-28|0
5700771|42695.99|1995-02-02|0
4876903|42677.95|1994-12-24|0
4826371|42672.38|1994-12-22|0
2849728|42667.98|1994-12-20|0
2440960|42663.84|1994-12-17|0
3231942|42645.58|1994-12-23|0
1433703|42636.46|1994-11-29|0
799232|42625.83|1995-02-05|0
592419|42621.66|1994-11-18|0
4586693|42605.54|1995-02-26|0
1262369|42602.68|1994-11-26|0
3305888|42596.82|1995-03-09|0
5323712|42588.74|1994-12-22|0
1982055|42587.93|1995-01-11|0
2870023|42585.50|1994-12-20|0
3620806|42575.82|1995-02-24|0
2130978|42555.68|1994-12-10|0
5307815|42524.90|1995-02-01|0
1131750|42506.59|1995-03-12|0
3110055|42482.30|1995-01-02|0
5469443|42467.42|1995-02-23|0
1660356|42464.10|1995-01-03|0
460256|42464.00|1994-11-23|0
440678|42462.41|1994-11-20|0
2578631|42453.90|1994-12-11|0
802213|42430.40|1995-02-13|0
4465154|42425.92|1994-12-23|0
2264002|42419.75|1994-12-27|0
4104135|42412.78|1995-02-14|0
2273671|42358.20|1995-02-04|0
2040485|42348.03|1995-01-08|0
3068420|42343.63|1995-01-13|0
5595557|42319.78|1994-12-29|0
5839588|42310.30|1995-02-20|0
775940|42279.30|1995-02-04|0
4982437|42273.19|1995-02-07|0
1744807|42267.58|1995-02-19|0
4324194|42230.33|1995-01-31|0
759876|42222.36|1994-11-30|0
1296647|42216.50|1994-12-30|0
2742496|42203.99|1995-02-17|0
5627748|42197.35|1995-01-30|0
3633927|42195.85|1995-01-01|0
5368514|42195.35|1995-01-04|0
119812|42186.47|1995-01-11|0
4052838|42175.36|1994-11-26|0
951971|42146.25|1995-02-23|0
5834564|42130.94|1995-03-04|0
1981761|42111.62|1994-12-19|0
3897507|42103.62|1995-02-25|0
5593895|42098.98|1994-12-25|0
423206|42097.95|1995-02-03|0
740774|42084.04|1995-01-26|0
784007|42076.07|1995-02-12|0
1031011|42073.21|1994-12-21|0
4917669|42065.64|1995-03-03|0
1768388|42050.68|1994-12-20|0
3595813|41998.66|1995-01-26|0
5514692|41957.04|1994-12-30|0
1479716|41956.08|1994-12-21|0
5606529|41953.77|1994-12-05|0
5339552|41950.26|1995-01-12|0
2330694|41948.15|1994-12-01|0
1812833|41930.52|1995-01-13|0
2330375|41922.87|1995-03-03|0
3227334|41918.12|1995-01-17|0
746562|41917.62|1995-01-29|0
2289607|41913.29|1995-02-26|0
1367492|41912.45|1995-01-22|0
2300679|41912.12|1995-02-14|0
4787847|41901.70|1994-12-07|0
2203396|41895.51|1994-12-08|0
5347750|41893.86|1995-01-05|0
4658342|41890.57|1994-12-18|0
3941506|41877.71|1994-11-20|0
980993|41861.32|1995-01-11|0
5605633|41853.85|1994-11-26|0
3630338|41820.24|1995-02-09|0
3280417|41819.78|1995-02-20|0
2986886|41808.50|1994-12-10|0
1273508|41794.30|1995-01-04|0
3473380|41793.82|1994-12-07|0
584069|41775.36|1995-02-08|0
506179|41761.85|1995-02-01|0
819718|41761.15|1995-01-22|0
35399|41744.13|1995-01-22|0
1813606|41733.65|1995-01-16|0
5486372|41730.09|1994-12-03|0
4109639|41728.32|1995-02-05|0
423747|41725.24|1995-03-09|0
2840613|41717.32|1995-02-20|0
332293|41711.49|1995-03-06|0
5260196|41708.37|1994-12-03|0
5274081|41702.74|1995-02-20|0
5188769|41690.60|1994-11-28|0
5773633|41688.85|1994-12-17|0
2779877|41633.70|1995-01-01|0
5802565|41630.50|1995-03-04|0
5040930|41584.12|1995-01-11|0
3636704|41578.19|1994-12-28|0
3780385|41577.07|1995-03-03|0
5937506|41565.31|1994-12-08|0
4093796|41561.98|1995-01-03|0
667141|41555.74|1995-02-04|0
2659075|41550.75|1995-02-22|0
1550497|41529.52|1995-02-11|0
943558|41514.16|1994-12-06|0
5537825|41506.09|1995-01-17|0
2480640|41503.08|1994-12-09|0
1557571|41496.38|1995-01-07|0
571556|41485.44|1995-01-09|0
996902|41480.09|1995-01-18|0
302560|41477.51|1995-02-23|0
3239778|41465.60|1995-02-19|0
2170368|41453.31|1994-12-22|0
724064|41449.91|1995-03-06|0
4932803|41439.78|1994-12-18|0
5318023|41438.09|1995-01-13|0
5234531|41432.04|1995-02-08|0
5805733|41430.71|1995-03-02|0
3449316|41430.03|1994-12-02|0
113220|41429.57|1994-12-19|0
4992387|41423.20|1994-12-21|0
803873|41418.76|1995-01-23|0
1135877|41388.37|1995-02-07|0
271748|41359.57|1995-03-11|0
4139814|41357.90|1995-02-15|0
4143362|41356.39|1995-01-07|0
3999302|41345.34|1995-02-02|0
439524|41305.82|1995-02-15|0
276736|41293.44|1995-03-09|0
3927840|41267.13|1995-02-26|0
3820068|41249.21|1994-12-20|0
3798594|41238.17|1995-03-05|0
4740547|41235.67|1995-01-31|0
91875|41222.72|1994-12-29|0
3611780|41214.11|1995-01-15|0
4045122|41210.31|1995-01-19|0
5495143|41201.16|1994-12-18|0
2432259|41187.11|1994-12-24|0
4330563|41181.83|1995-01-18|0
2557189|41176.32|1994-12-12|0
3811427|41158.79|1994-12-27|0
4379138|41158.77|1995-01-11|0
5636802|41148.36|1994-12-29|0
5974371|41148.28|1995-02-03|0
2577671|41134.22|1994-12-16|0
994980|41126.55|1995-02-01|0
686276|41117.16|1995-01-06|0
5808992|41116.68|1994-12-04|0
2366848|41114.01|1995-02-08|0
5599142|41107.27|1995-02-12|0
5656003|41101.86|1995-01-11|0
4052578|41099.11|1995-01-02|0
1170949|41088.79|1994-12-02|0
2854273|41075.05|1994-12-03|0
3264516|41072.23|1994-12-19|0
4236711|41040.08|1994-12-29|0
3078343|41025.26|1994-12-17|0
1261472|41001.54|1994-12-28|0
2839520|40987.83|1994-12-10|0
1962947|40982.20|1995-02-15|0
2723618|40969.21|1995-02-19|0
2434151|40951.47|1995-01-09|0
700352|40942.96|1995-01-21|0
5672131|40924.70|1995-02-24|0
4571206|40922.24|1994-12-19|0
3653890|40912.94|1995-01-10|0
4233318|40892.34|1995-01-21|0
1811010|40888.34|1995-01-08|0
650912|40888.01|1995-01-05|0
2371109|40881.46|1995-01-02|0
4718180|40876.52|1995-01-18|0
4578435|40875.54|1995-01-25|0
5717921|40873.06|1995-01-24|0
1269987|40867.31|1994-12-30|0
1632004|40844.39|1994-12-17|0
5543047|40838.37|1995-01-13|0
213479|40838.09|1995-01-18|0
4948385|40836.99|1994-12-06|0
2822210|40836.15|1994-11-29|0
5927041|40831.32|1995-01-02|0
1379168|40822.47|1994-11-27|0
4243585|40821.64|1994-12-08|0
5409059|40811.08|1994-11-27|0
3916967|40794.57|1995-01-08|0
3265255|40772.88|1995-02-07|0
3747526|40753.95|1994-12-20|0
3451045|40746.24|1995-03-05|0
1837798|40712.11|1994-12-30|0
3852706|40649.66|1995-01-26|0
1702592|40646.47|1995-02-03|0
722115|40641.31|1994-12-06|0
3617764|40629.01|1995-02-12|0
2474112|40612.49|1994-12-09|0
5946915|40550.37|1995-02-26|0
3463014|40546.60|1995-01-18|0
2808960|40501.23|1995-01-06|0
5298339|40474.18|1995-02-17|0
5478884|40468.98|1995-03-01|0
391552|40466.47|1995-01-29|0
4349317|40465.23|1995-02-13|0
1190150|40456.09|1994-11-21|0
4868838|40455.60|1995-03-11|0
966433|40438.90|1995-01-04|0
247744|40420.56|1995-01-17|0
4230785|40419.24|1995-02-02|0
648836|40414.17|1995-03-02|0
3679428|40401.98|1995-01-06|0
5126306|40392.36|1994-12-02|0
1333061|40380.69|1994-12-31|0
2257702|40370.91|1995-01-08|0
2434241|40355.57|1995-02-06|0
871207|40343.11|1995-01-02|0
5203745|40307.11|1995-02-11|0
2867682|40301.17|1995-03-13|0
4765955|40280.06|1995-02-09|0
5490629|40277.47|1995-01-21|0
2106820|40253.30|1995-03-11|0
720097|40248.38|1995-01-31|0
5887621|40243.83|1995-02-16|0
2824289|40163.65|1995-02-12|0
5562788|40136.77|1995-03-11|0
4305125|40136.18|1995-01-18|0
2661184|40130.59|1994-12-03|0
5706596|40124.72|1995-01-18|0
4477382|40121.23|1995-01-18|0
2738369|40115.13|1994-12-07|0
3774211|40111.19|1995-02-07|0
3611264|40107.12|1995-03-14|0
4263330|40101.65|1994-12-01|0
1561830|40087.44|1994-12-31|0
1541669|40078.53|1994-12-12|0
3939682|40072.03|1995-02-21|0
3773891|40070.45|1995-01-01|0
2320291|40047.83|1994-12-06|0
2142150|40018.09|1995-01-02|0
3276739|40009.12|1995-03-04|0
405444|40005.50|1994-12-02|0
1688260|39980.01|1995-01-10|0
4762402|39973.37|1994-12-17|0
5687265|39957.21|1994-11-28|0
2963648|39949.59|1994-12-07|0
4736036|39916.02|1994-12-26|0
1555587|39903.40|1995-01-23|0
1470087|39876.68|1995-02-09|0
2964835|39875.30|1994-12-24|0
4296834|39874.60|1995-01-14|0
5374497|39867.97|1995-03-11|0
5039110|39865.72|1995-02-17|0
2310564|39845.44|1994-12-31|0
3653282|39830.29|1995-01-21|0
4561699|39807.55|1994-11-28|0
2077633|39805.71|1995-03-07|0
41185|39799.90|1994-12-07|0
5642277|39782.09|1994-12-30|0
220417|39781.32|1994-12-25|0
4211044|39774.98|1995-01-05|0
4545538|39762.51|1995-01-07|0
4206884|39751.04|1995-01-03|0
4114916|39749.14|1995-02-24|0
4679079|39730.25|1994-12-01|0
676641|39718.99|1995-01-15|0
5801314|39718.99|1995-01-06|0
3206631|39711.29|1994-12-11|0
3430535|39707.42|1995-01-29|0
4606404|39704.54|1995-03-05|0
1269825|39688.68|1995-02-15|0
464384|39642.21|1995-01-09|0
4866182|39640.26|1994-11-26|0
2767105|39631.28|1995-02-10|0
1328550|39616.50|1994-12-15|0
5976007|39602.68|1995-01-14|0
1033223|39602.09|1995-01-18|0
3780135|39600.00|1995-02-03|0
5059233|39587.49|1994-11-30|0
622951|39558.60|1994-11-30|0
2930850|39552.33|1994-12-22|0
5593347|39547.40|1995-02-01|0
1101509|39503.05|1994-12-13|0
4921990|39487.27|1995-01-01|0
1831812|39473.99|1995-02-17|0
2181670|39471.71|1995-03-08|0
2123200|39444.51|1995-01-02|0
3132419|39443.04|1994-12-31|0
2101798|39437.28|1994-12-14|0
5205699|39428.05|1994-12-17|0
3766983|39410.05|1995-02-07|0
2165925|39398.67|1994-12-13|0
477696|39398.37|1995-01-09|0
2914401|39397.16|1995-03-09|0
500450|39394.36|1994-12-21|0
4283970|39383.71|1994-12-08|0
5399074|39376.51|1995-01-14|0
690625|39373.03|1995-01-15|0
3060419|39350.61|1994-12-03|0
2546822|39317.67|1995-01-26|0
5231969|39310.58|1994-11-18|0
2631813|39304.73|1995-01-18|0
3444518|39282.59|1995-02-08|0
5017574|39270.31|1995-01-20|0
3018435|39253.70|1995-02-01|0
4011365|39230.30|1995-02-06|0
1959905|39225.13|1994-12-01|0
1953155|39222.81|1995-01-11|0
4652769|39214.31|1995-02-21|0
5518113|39201.37|1994-12-30|0
2444933|39176.26|1995-01-28|0
162471|39166.47|1995-03-10|0
2808833|39163.79|1995-01-02|0
4297122|39127.95|1995-03-12|0
4274403|39127.61|1995-03-08|0
5305825|39110.24|1994-12-18|0
3989571|39088.87|1994-12-16|0
4050242|39087.67|1995-02-03|0
3848485|39062.48|1995-02-07|0
3151904|39058.80|1995-02-10|0
1806054|39049.28|1995-01-02|0
2120611|39039.52|1995-02-10|0
